Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average
Campaign Trail,1,6,115,12,360,7.82,2.8,625.0,Strategy Games,True,6.03,Political,Area Majority / Influence,99.0,0.58,True
Great War Commander,2,3,120,12,300,8.39,3.12,832.0,Wargames,True,5.9,Wargame,Campaign / Battle Card Driven,80.0,0.36,True
Pendulum,1,5,90,12,807,6.73,2.86,2394.0,Strategy Games,True,5.92,Card Game,Action Timer,45.0,0.34,True
Cockroach Salad,2,6,20,6,2610,6.16,1.15,4655.0,Party Games,False,5.87,Action / Dexterity,Pattern Recognition,9.9,0.56,True
Cities,1,4,30,8,1172,6.41,1.66,1529.0,Family Games,False,5.85,City Building,Pattern Building,45.0,0.77,True
Kaleidos,2,12,60,10,799,6.71,1.25,1229.0,Party Games,True,5.85,Party Game,Pattern Recognition,33.0,0.65,True
Advanced Squad Leader: Starter Kit Expansion Pack #1,2,2,480,14,292,8.28,3.63,1189.0,Wargames,True,5.85,Wargame,Dice Rolling,34.95,0.25,True
Agility,2,2,45,10,542,7.08,2.1,1072.0,Family Games,True,5.84,Animals,Hand Management,24.95,0.51,True
Stellar,2,2,30,8,389,7.6,2.08,1046.0,Strategy Games,True,6.25,Card Game,Area Majority / Influence,24.99,0.37,True
Xi'an,2,4,60,14,455,7.28,2.73,898.0,Strategy Games,True,5.93,Ancient,Area Majority / Influence,41.89,0.51,True
Mai-Star,3,6,30,14,1041,6.53,1.9,1680.0,Family Games,True,5.83,Card Game,Hand Management,14.99,0.62,True
War of the Ring,2,3,180,12,946,6.66,3.47,2192.0,Wargames,True,5.85,Adventure,Area Majority / Influence,100.0,0.43,True
Munchkin Adventure Time,3,6,120,10,1562,6.48,1.89,4596.0,other,True,5.82,Card Game,Dice Rolling,14.0,0.34,True
Meeple War,2,4,60,10,856,6.64,2.74,1886.0,Strategy Games,True,5.83,Exploration,Area Majority / Influence,29.95,0.45,True
The Dragon & Flagon,2,8,60,10,1169,6.45,2.39,2025.0,other,True,5.84,Fantasy,Action Queue,57.99,0.58,True
Burger Up,2,4,30,9,731,6.87,1.67,1332.0,other,True,5.85,Card Game,Hand Management,30.0,0.55,True
Song of Blades and Heroes: Revised Edition,2,6,45,12,371,7.77,2.23,744.0,Wargames,True,5.82,Book,Action Points,4.0,0.5,True
TEAM3 GREEN,3,6,30,14,525,7.11,1.17,1019.0,Party Games,True,5.96,Action / Dexterity,Communication Limits,20.0,0.52,True
Posthuman,1,4,120,13,1201,6.51,3.17,2925.0,Thematic Games,True,5.83,Adventure,Dice Rolling,60.0,0.41,True
Sakura Arms,2,2,30,14,429,7.61,2.87,929.0,other,True,5.95,Card Game,Action Points,40.0,0.46,True
Yardmaster,2,5,20,8,1432,6.35,1.23,2593.0,Family Games,False,5.83,Card Game,Advantage Token,7.0,0.55,True
Small Star Empires,2,4,30,13,547,7.24,2.0,1132.0,Strategy Games,True,5.87,Science Fiction,Area Majority / Influence,29.99,0.48,True
Ace of Aces: Powerhouse Series,2,2,20,12,471,7.27,1.8,827.0,Wargames,True,5.83,Aviation / Flight,Simulation,50.0,0.57,True
Hearts and Minds: Vietnam 1965-1975,2,2,180,12,381,7.5,2.82,794.0,Wargames,True,5.82,Modern Warfare,Area Movement,34.99,0.48,True
Starship Samurai,2,4,75,14,579,7.07,2.5,1241.0,other,True,5.93,Fighting,Action Points,38.0,0.47,True
Mogul,3,5,45,13,665,6.81,2.05,895.0,other,True,5.88,Economic,Auction/Bidding,15.0,0.74,True
Munchkin Zombies,3,6,90,10,3143,6.22,1.94,8890.0,Thematic Games,False,5.84,Card Game,Dice Rolling,42.0,0.35,True
Firefly Adventures: Brigands and Browncoats,1,5,120,14,605,7.09,2.75,2229.0,Thematic Games,True,5.88,Miniatures,Cooperative Game,31.99,0.27,True
Sewer Pirats,2,5,60,10,876,6.62,2.15,1667.0,Family Games,True,5.83,Animals,Open Drafting,50.0,0.53,True
The Siege of Jerusalem (Third Edition),1,2,300,12,552,7.09,3.88,1537.0,Wargames,True,5.84,Ancient,Dice Rolling,27.0,0.36,True
Pylos,2,2,10,8,1645,6.32,1.96,2519.0,Abstract Games,False,5.87,Abstract Strategy,Hand Management,29.99,0.65,True
British Rails,2,6,180,12,660,6.92,2.57,1175.0,Strategy Games,True,5.84,Economic,Crayon Rail System,20.0,0.56,True
Battle Hymn,1,1,240,12,412,7.53,3.27,1209.0,Wargames,True,5.84,Wargame,Dice Rolling,40.0,0.34,True
Nautilus,2,4,120,12,1384,6.38,2.66,2585.0,Strategy Games,False,5.82,City Building,Set Collection,20.0,0.54,True
Histrio,2,5,40,10,953,6.58,2.06,2164.0,other,True,5.88,Animals,Action Queue,36.0,0.44,True
Metallum,2,2,60,10,499,7.14,2.73,909.0,Strategy Games,True,5.81,Economic,Action Queue,26.99,0.55,True
Liberty: The American Revolution 1775-83,2,2,180,12,486,7.2,2.65,867.0,Wargames,True,5.81,Age of Reason,Action Points,34.95,0.56,True
Time's Up! Academy,4,12,30,12,459,7.23,1.07,966.0,Party Games,True,5.89,Humor,Acting,10.99,0.48,True
Tail Feathers,2,4,90,9,619,7.07,3.04,3282.0,Strategy Games,True,5.83,Animals,Action Queue,57.5,0.19,True
Traditional Card Games,0,0,0,0,885,6.61,1.95,1608.0,Abstract Games,True,5.95,Card Game,Not available,8.0,0.55,True
The Cousins' War,2,2,30,12,485,7.23,2.07,908.0,Wargames,True,5.84,Card Game,Action/Event,10.0,0.53,True
Tally Ho!,2,2,30,8,2717,6.14,1.49,3997.0,Family Games,False,5.87,Animals,Grid Movement,10.0,0.68,True
Darwin's Journey,1,4,120,14,325,7.95,3.74,277.0,Strategy Games,True,7.51,Exploration,Contracts,142.0,1.17,True
Marvel Dice Masters: Civil War,2,2,60,14,434,7.33,2.67,1327.0,other,True,5.82,Collectible Components,"Deck, Bag, and Pool Building",22.95,0.33,True
Riichi Mahjong,4,4,120,8,306,8.36,3.33,334.0,Abstract Games,True,6.02,Abstract Strategy,Betting and Bluffing,29.0,0.92,True
Roll for Adventure,2,4,30,10,697,6.84,2.1,1408.0,other,True,5.92,Dice,Cooperative Game,29.91,0.5,True
Attack on Titan: Deck-Building Game,1,5,90,15,636,6.99,2.22,1416.0,other,True,5.87,Card Game,Cooperative Game,35.95,0.45,True
Funkoverse Strategy Game: Harry Potter 100,2,4,60,10,629,6.96,2.25,2985.0,other,True,5.87,Collectible Components,Action Points,29.99,0.21,True
Andromeda,3,5,60,10,1285,6.38,2.23,1839.0,Family Games,False,5.83,Science Fiction,Area Majority / Influence,24.0,0.7,True
Rescue Polar Bears: Data & Temperature,1,4,60,8,458,7.24,2.33,983.0,other,True,5.9,Animals,Action Points,41.0,0.47,True
"Win, Place & Show",3,6,120,8,823,6.71,2.08,1762.0,Family Games,True,5.83,Animals,Betting and Bluffing,8.0,0.47,True
Il Principe,2,5,60,10,1180,6.42,2.83,2012.0,Strategy Games,False,5.83,City Building,Area Majority / Influence,18.0,0.59,True
Among the Stars: Revival,2,6,30,12,444,7.2,2.29,2082.0,other,True,5.84,Card Game,Open Drafting,178.0,0.21,True
Dungeons & Dragons: Attack Wing,2,99,30,14,544,7.22,2.94,1534.0,Wargames,True,5.82,Aviation / Flight,Action Queue,75.0,0.35,True
Ponte del Diavolo,2,2,25,10,1075,6.49,2.37,1411.0,Abstract Games,True,5.85,Abstract Strategy,"I Cut, You Choose",15.95,0.76,True
Kingdom of Solomon,2,4,60,12,594,6.94,2.76,912.0,Strategy Games,True,5.8,Ancient,Area Majority / Influence,34.99,0.65,True
Great Wall of China,2,5,30,10,2026,6.2,1.86,2747.0,Family Games,False,5.83,Card Game,Area Majority / Influence,11.0,0.74,True
Trekking the National Parks,2,6,60,8,575,7.03,1.69,1089.0,Family Games,True,5.96,Educational,Hand Management,60.0,0.53,True
Nuclear Escalation,2,6,30,10,946,6.58,1.6,1786.0,Thematic Games,True,5.83,Card Game,Hand Management,30.0,0.53,True
Cosmic Encounter,2,4,60,12,1275,6.41,2.3,2386.0,Strategy Games,False,5.85,Bluffing,Variable Player Powers,10.0,0.53,True
City Tycoon,2,5,120,10,959,6.52,2.81,1111.0,Strategy Games,True,5.81,City Building,Connections,35.0,0.86,True
Risk: Godstorm,2,5,120,10,2455,6.27,2.69,5029.0,Thematic Games,False,5.85,Mythology,Area Majority / Influence,20.0,0.49,True
Rangers of Shadow Deep,1,4,120,12,306,8.73,2.11,777.0,Thematic Games,True,6.0,Book,Action Points,20.0,0.39,True
Codenames: Harry Potter,2,2,15,0,729,6.79,1.63,2492.0,Family Games,True,5.86,Deduction,Communication Limits,12.5,0.29,True
India Rails,2,6,180,12,540,7.08,2.61,1082.0,Strategy Games,True,5.82,Economic,Action Queue,15.0,0.5,True
France '40,2,2,240,12,336,7.74,2.93,940.0,Wargames,True,5.84,Wargame,Hexagon Grid,32.95,0.36,True
Court of the Medici,2,2,25,12,876,6.58,1.91,1403.0,Strategy Games,True,5.83,Card Game,Hand Management,8.25,0.62,True
Tavarua,1,6,60,13,488,7.19,2.27,792.0,other,True,5.87,Sports,Hand Management,35.0,0.62,True
Maharani,2,4,40,8,883,6.58,2.0,2097.0,Abstract Games,True,5.84,Abstract Strategy,Pattern Building,39.9,0.42,True
Sharp Shooters,2,6,10,10,1208,6.42,1.25,2161.0,Family Games,False,5.84,Dice,Dice Rolling,20.0,0.56,True
Rattlebones,2,4,30,14,989,6.5,1.56,1672.0,Family Games,True,5.84,Dice,"Deck, Bag, and Pool Building",53.99,0.59,True
Speculation,3,6,45,10,764,6.68,2.0,1109.0,Family Games,True,5.84,Economic,Commodity Speculation,85.0,0.69,True
Zero!,2,10,60,12,594,6.94,2.29,1296.0,Wargames,True,5.82,Aviation / Flight,Campaign / Battle Card Driven,15.0,0.46,True
Bamboleo,2,7,30,6,1397,6.35,1.2,1396.0,Family Games,False,5.82,Action / Dexterity,Push Your Luck,50.0,1.0,True
Melee,2,2,15,10,660,7.3,2.29,1244.0,Wargames,True,5.82,Adventure,Dice Rolling,15.0,0.53,True
Abandon All Artichokes,2,4,20,10,523,7.12,1.5,1252.0,Family Games,True,6.27,Card Game,"Deck, Bag, and Pool Building",7.0,0.42,True
Quartermaster General: Victory or Death - The Peloponnesian War,2,4,120,12,459,7.22,2.53,792.0,Wargames,True,5.83,Ancient,Area Majority / Influence,47.99,0.58,True
Utopia Engine,1,1,60,0,751,6.9,2.05,1520.0,Strategy Games,True,5.85,Dice,Dice Rolling,15.5,0.49,True
Cairn,2,2,25,10,383,7.58,1.63,854.0,Abstract Games,True,6.04,Abstract Strategy,Grid Movement,25.5,0.45,True
Monikers: Shmonikers,4,20,60,18,279,8.04,1.0,1292.0,other,True,5.83,Party Game,Acting,15.0,0.22,True
Cry Havoc,2,6,240,12,700,6.86,2.27,1262.0,Wargames,True,5.83,Medieval,Dice Rolling,65.0,0.55,True
Lanterns Dice: Lights in the Sky,2,4,45,10,573,6.97,2.0,1572.0,other,True,5.91,Dice,Dice Rolling,25.0,0.36,True
Mistfall: Heart of the Mists,1,4,120,14,423,7.43,4.11,1816.0,other,True,5.86,Adventure,Cooperative Game,49.95,0.23,True
Malifaux,2,2,120,0,416,7.51,3.31,752.0,Thematic Games,True,5.8,Collectible Components,Hand Management,85.0,0.55,True
Battle Masters,2,2,60,9,2179,6.28,1.87,4024.0,Wargames,False,5.88,Fantasy,Chit-Pull System,65.0,0.54,True
Impact: Battle of Elements,2,5,15,8,782,6.69,1.03,1400.0,Party Games,True,5.88,Dice,Dice Rolling,39.95,0.56,True
Here Come the Rebels,2,2,180,12,350,7.68,3.38,1056.0,Wargames,True,5.83,American Civil War,Dice Rolling,100.0,0.33,True
Illuminati,2,6,120,12,2649,6.2,2.48,4033.0,Strategy Games,False,5.82,Card Game,Hand Management,38.75,0.66,True
Deckscape: The Fate of London,1,6,60,12,1511,6.29,2.08,2751.0,Thematic Games,False,5.83,Card Game,Cooperative Game,17.0,0.55,True
Patchwork Express,2,2,10,6,571,7.01,1.64,1352.0,other,True,5.97,Abstract Strategy,Grid Coverage,10.0,0.42,True
Kingdom Defenders,2,4,90,12,353,7.76,3.13,436.0,Strategy Games,True,5.86,Fantasy,Modular Board,57.0,0.81,True
Tanto Cuore: Romantic Vacation,2,4,30,12,405,7.51,2.48,1298.0,Strategy Games,True,5.83,Card Game,"Deck, Bag, and Pool Building",33.99,0.31,True
Time's Up! Family,4,12,30,8,518,7.05,1.08,1256.0,other,True,6.02,Memory,Acting,19.0,0.41,True
Eketorp,3,6,60,8,1308,6.36,2.08,1912.0,Family Games,False,5.83,Bluffing,Action Queue,49.9,0.68,True
Ruhrschifffahrt 1769-1890,2,4,120,12,442,7.22,3.5,643.0,Strategy Games,True,5.81,Economic,Pick-up and Deliver,69.99,0.69,True
Captains of Industry,3,5,150,13,515,7.08,3.78,1212.0,Strategy Games,True,5.84,Economic,Area Majority / Influence,42.95,0.42,True
504,2,4,120,12,1506,6.3,3.47,3627.0,Strategy Games,False,5.81,Animals,Area Majority / Influence,59.95,0.42,True
DOG,2,6,45,9,1371,6.37,1.46,1928.0,Family Games,False,5.86,Card Game,Hand Management,19.99,0.71,True
Havoc: The Hundred Years War,2,6,60,10,753,6.68,2.14,858.0,Strategy Games,True,5.81,Bluffing,Hand Management,17.99,0.88,True
X-ODUS: Rise of the Corruption,1,4,150,14,388,8.14,3.3,964.0,Strategy Games,True,5.9,Adventure,Cooperative Game,60.0,0.4,True
Ur,3,4,45,10,959,6.5,3.08,1214.0,Strategy Games,True,5.82,Abstract Strategy,Action Points,15.5,0.79,True
Emerald,2,5,45,10,1297,6.35,1.68,1608.0,Family Games,False,5.82,Adventure,Dice Rolling,15.0,0.81,True
Atlantis Rising,2,6,90,10,943,6.54,2.53,1196.0,Strategy Games,True,5.81,Ancient,Cooperative Game,49.0,0.79,True
Way of the Panda,2,4,90,14,601,6.93,3.45,1640.0,Strategy Games,True,5.85,Animals,Worker Placement,82.0,0.37,True
Alcatraz: The Scapegoat,3,4,60,15,1433,6.33,2.34,1852.0,Thematic Games,False,5.81,Bluffing,Action Points,45.0,0.77,True
Early American Chrononauts,1,6,45,11,902,6.61,1.86,2177.0,Family Games,True,5.81,Card Game,Modular Board,12.95,0.41,True
11 nimmt!,2,7,30,8,1468,6.3,1.21,2206.0,Family Games,False,5.86,Card Game,Hand Management,7.4,0.67,True
Evolution: The Origin of Species,2,4,60,12,1923,6.29,2.07,2489.0,Family Games,False,5.82,Animals,Dice Rolling,75.0,0.77,True
Das Motorsportspiel,2,12,120,10,374,7.45,2.0,490.0,Family Games,True,5.8,Racing,Roll / Spin and Move,43.0,0.76,True
Luchador! Mexican Wrestling Dice,2,6,15,8,1128,6.46,1.22,1968.0,Party Games,True,5.83,Action / Dexterity,Dice Rolling,27.5,0.57,True
VektoRace,2,4,120,12,355,8.09,2.15,583.0,other,True,5.87,Racing,Action Queue,34.9,0.61,True
Mint Delivery,1,5,30,13,1714,6.27,1.49,6008.0,Family Games,False,5.84,Economic,Action Points,12.99,0.29,True
Magical Athlete,4,5,60,9,1007,6.5,1.31,1136.0,Family Games,True,5.87,Fantasy,Open Drafting,15.99,0.89,True
Unicorn Fever,2,6,40,14,406,7.46,2.08,1203.0,other,True,6.13,Animals,Betting and Bluffing,150.0,0.34,True
Subatomic: An Atom Building Game,2,4,60,10,542,7.05,2.0,1901.0,Family Games,True,5.87,Card Game,Action Points,49.95,0.29,True
Junta: Viva el Presidente!,3,5,60,10,1267,6.42,1.93,1786.0,Party Games,False,5.82,Dice,Dice Rolling,22.99,0.71,True
Hellas,2,2,60,12,2060,6.19,2.05,3256.0,Strategy Games,False,5.83,Ancient,Action Points,15.0,0.63,True
Machina Arcana (Second/Third Edition),1,4,150,13,351,8.0,3.63,967.0,other,True,6.4,Adventure,Action Points,70.0,0.36,True
Escape the Dark Sector,1,4,60,0,456,8.2,1.82,1069.0,Thematic Games,True,6.11,Adventure,Cooperative Game,60.0,0.43,True
Tycoon,2,4,90,10,668,6.78,2.65,1031.0,Strategy Games,True,5.81,Economic,Area Majority / Influence,30.0,0.65,True
Aliens: Another Glorious Day in the Corps,1,6,120,14,466,7.76,2.74,1613.0,Thematic Games,True,6.18,Horror,Cooperative Game,38.99,0.29,True
Key Largo,3,5,40,8,844,6.6,2.04,1321.0,Family Games,True,5.81,Nautical,Action Queue,30.0,0.64,True
Advanced Third Reich,2,6,2480,12,730,6.89,4.53,1578.0,Wargames,True,5.82,Wargame,Dice Rolling,20.0,0.46,True
Articulate!,4,8,60,12,1175,6.53,1.28,2045.0,Party Games,True,5.87,Party Game,Team-Based Game,20.0,0.57,True
Elfenroads,2,6,90,13,525,7.05,2.21,1509.0,Family Games,True,5.88,Fantasy,Hand Management,55.0,0.35,True
Fireball Island,2,4,45,7,1541,6.44,1.36,1739.0,Children's Games,True,5.84,Action / Dexterity,Hand Management,75.0,0.89,True
Antics!,3,4,60,10,535,6.95,2.67,569.0,Strategy Games,True,5.8,Animals,Action Points,39.0,0.94,True
Lobotomy,1,5,180,14,586,7.26,3.44,1444.0,Thematic Games,True,5.82,Adventure,Action Points,199.0,0.41,True
Resident Evil 2: The Board Game,1,4,120,14,610,7.53,2.35,1675.0,other,True,5.94,Horror,Action Points,239.0,0.36,True
Pacific Typhoon,3,7,120,10,782,6.65,2.02,1237.0,Thematic Games,True,5.8,Card Game,Dice Rolling,24.95,0.63,True
Full Thrust,2,6,120,12,443,7.3,2.56,745.0,Thematic Games,True,5.82,Miniatures,Action Queue,20.0,0.59,True
Techno Bowl: Arcade Football Unplugged,2,2,90,14,266,8.58,2.72,525.0,other,True,5.81,Sports,Action Queue,90.0,0.51,True
Rise of the Luftwaffe,2,8,20,12,521,7.05,2.14,982.0,Wargames,True,5.81,Aviation / Flight,Campaign / Battle Card Driven,45.0,0.53,True
1882: Assiniboia,2,6,180,14,243,8.23,3.9,394.0,other,True,6.14,Economic,Auction/Bidding,69.0,0.62,True
Pocket Battles: Celts vs. Romans,2,2,30,8,1236,6.4,1.85,2732.0,Wargames,False,5.82,Ancient,Area Movement,11.45,0.45,True
Vengeance,1,4,120,14,570,7.17,2.78,1554.0,other,True,5.89,Dice,Area Movement,159.0,0.37,True
Santo Domingo,2,6,30,8,744,6.67,1.73,1399.0,other,True,5.85,Bluffing,Action Retrieval,9.9,0.53,True
The Battle for Normandy,2,8,240,0,324,7.92,3.73,1007.0,Wargames,True,5.81,Wargame,Dice Rolling,87.95,0.32,True
Reds! The Russian Civil War 1918-1921,1,2,360,12,460,7.27,3.07,1337.0,Wargames,True,5.83,Civil War,Chit-Pull System,26.5,0.34,True
Tarot,2,8,30,12,712,6.82,2.45,1379.0,Abstract Games,True,5.87,Bluffing,Auction/Bidding,4.0,0.52,True
Mezo,2,4,120,14,422,7.39,3.23,1082.0,Strategy Games,True,6.02,Miniatures,Area Majority / Influence,85.0,0.39,True
Lost Legacy: Second Chronicle - Vorpal Sword & Whitegold Spire,2,6,10,14,636,6.81,1.29,1936.0,Family Games,True,5.82,Bluffing,Hand Management,14.99,0.33,True
2GM Tactics,1,4,120,12,501,7.62,2.65,927.0,Wargames,True,5.81,Card Game,Action Points,110.0,0.54,True
Cursed Court,2,6,60,14,452,7.2,1.5,691.0,other,True,5.94,Deduction,Betting and Bluffing,42.98,0.65,True
Barbarossa,3,4,60,12,1410,6.33,1.54,2450.0,Family Games,False,5.82,Deduction,Betting and Bluffing,10.0,0.58,True
Penguin Party,2,6,15,6,1053,6.45,1.14,1500.0,Family Games,True,5.92,Animals,Hand Management,7.99,0.7,True
Saga,2,4,150,0,309,7.98,2.39,603.0,Wargames,True,5.81,Book,Dice Rolling,40.0,0.51,True
Family Business,2,6,30,8,3978,6.08,1.32,5931.0,Family Games,False,5.84,Card Game,Hand Management,8.0,0.67,True
Penny Press,2,5,60,13,899,6.54,2.2,1419.0,Family Games,True,5.81,Industry / Manufacturing,Area Majority / Influence,40.0,0.63,True
Seven Dragons,2,5,30,6,1717,6.28,1.32,3098.0,Family Games,False,5.84,Abstract Strategy,Hand Management,9.49,0.55,True
Struggle for Catan,2,4,30,10,2404,6.16,1.67,5867.0,Family Games,False,5.84,Card Game,Hand Management,10.0,0.41,True
Star Trek Deck Building Game: The Next Generation,2,5,90,13,1156,6.48,2.48,2327.0,Customizable Games,True,5.81,Adventure,Cooperative Game,26.95,0.5,True
Dungeons & Dragons Miniatures,2,2,60,12,1062,6.54,2.57,1677.0,Customizable Games,True,5.82,Adventure,Dice Rolling,144.0,0.63,True
Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,3,4,120,13,730,6.69,2.65,1956.0,Strategy Games,True,5.79,Fighting,Area Majority / Influence,44.9,0.37,True
The Red Dragon Inn: Battle for Greyport,2,5,100,12,537,7.16,2.78,1500.0,Strategy Games,True,5.87,Card Game,Cooperative Game,44.99,0.36,True
The Mind Extreme,2,4,20,8,482,7.12,1.33,1348.0,other,True,5.99,Card Game,Cooperative Game,18.0,0.36,True
City of Gears,2,4,60,8,777,6.69,2.65,1914.0,other,True,5.82,City Building,Area Majority / Influence,45.0,0.41,True
Axis Empires: Totaler Krieg!,1,3,3600,12,256,8.33,4.33,721.0,Wargames,True,5.81,Wargame,Campaign / Battle Card Driven,79.95,0.36,True
Kings of Israel,2,4,45,14,426,7.32,2.39,844.0,Family Games,True,5.83,Ancient,Action Points,50.0,0.5,True
Nightfall: The Coldest War,2,5,45,12,412,7.27,2.78,1315.0,Strategy Games,True,5.81,Card Game,"Deck, Bag, and Pool Building",23.95,0.31,True
Axis & Allies: Battle of the Bulge,2,2,180,12,787,6.75,2.65,1816.0,Wargames,True,5.81,Wargame,Area Movement,32.99,0.43,True
Pay Dirt,2,5,90,13,675,6.76,2.57,1173.0,Strategy Games,True,5.8,Environmental,Auction/Bidding,23.0,0.58,True
Dinosaur Tea Party,3,5,30,7,769,6.68,1.08,1582.0,Family Games,True,5.87,Animals,Memory,14.99,0.49,True
Bumúntú,2,5,40,8,519,7.02,1.73,904.0,other,True,5.97,Abstract Strategy,Action Queue,36.99,0.57,True
Last Aurora,1,4,90,14,393,7.68,2.78,1052.0,Thematic Games,True,6.23,Card Game,Hand Management,98.0,0.37,True
Merchants,2,4,30,12,830,6.58,1.73,1202.0,Strategy Games,True,5.83,Card Game,Hand Management,12.0,0.69,True
BattleCON: Trials of Indines,2,2,45,8,264,8.32,3.5,940.0,other,True,5.86,Bluffing,Area Majority / Influence,45.0,0.28,True
Fresh Fish,2,5,45,12,566,6.88,2.29,940.0,Family Games,True,5.99,City Building,Auction/Bidding,45.0,0.6,True
The Faceless,2,4,45,14,786,6.82,2.31,1685.0,other,True,5.82,Adventure,Cooperative Game,60.0,0.47,True
Burma: The Campaign in Northern Burma,2,2,120,12,317,7.86,4.02,1225.0,Wargames,True,5.81,Wargame,Dice Rolling,200.0,0.26,True
Cubist,2,4,45,7,638,6.78,1.92,1035.0,Family Games,True,5.81,Dice,Dice Rolling,20.0,0.62,True
Donning the Purple,1,3,90,14,444,7.27,3.05,950.0,Strategy Games,True,5.87,Ancient,Area Majority / Influence,79.99,0.47,True
Fast Forward: FORTRESS,2,4,15,10,1275,6.33,1.32,2217.0,Family Games,False,5.82,Bluffing,Hand Management,9.0,0.58,True
America,2,6,45,13,609,6.83,1.11,873.0,Party Games,True,5.83,Bluffing,Area Majority / Influence,44.99,0.7,True
Monopoly Gamer,2,4,60,8,1566,6.41,1.19,3918.0,Family Games,False,5.83,Economic,Roll / Spin and Move,120.0,0.4,True
Counterfeiters,2,4,35,13,544,6.97,2.0,1007.0,Strategy Games,True,5.85,Animals,Worker Placement,15.0,0.54,True
Unlock!: Exotic Adventures - Expedition: Challenger,1,6,60,10,554,6.92,2.63,958.0,other,True,5.82,Card Game,Cooperative Game,11.0,0.58,True
TEAM3 PINK,3,6,30,14,504,7.06,1.0,968.0,Party Games,True,5.93,Action / Dexterity,Communication Limits,20.0,0.52,True
10 Minute Heist: The Wizard's Tower,2,5,10,14,999,6.48,1.18,2031.0,other,True,5.82,Card Game,Modular Board,10.0,0.49,True
Star Munchkin,3,6,90,10,4647,6.12,1.74,9683.0,Thematic Games,False,5.83,Card Game,Dice Rolling,14.0,0.48,True
Rory's Story Cubes: Voyages,1,12,20,8,871,6.57,1.03,3115.0,Family Games,True,5.82,Children's Game,Cooperative Game,6.49,0.28,True
Stonewall Jackson's Way,1,2,180,12,363,7.57,3.37,1093.0,Wargames,True,5.82,American Civil War,Dice Rolling,50.0,0.33,True
The Game of 49,2,5,45,10,1113,6.41,1.65,2041.0,Family Games,False,5.83,Economic,Area Majority / Influence,25.0,0.55,True
Volldampf,2,6,90,12,583,6.85,2.89,709.0,Strategy Games,True,5.8,Trains,Auction/Bidding,22.99,0.82,True
Jerusalem,2,4,90,12,753,6.72,2.91,1109.0,Strategy Games,True,5.8,Medieval,Area Majority / Influence,39.9,0.68,True
Laser Chess,2,2,30,8,734,6.73,2.68,1809.0,Abstract Games,True,5.82,Abstract Strategy,Grid Movement,25.0,0.41,True
Unlock!: Exotic Adventures - Night of the Boogeymen,1,6,60,10,564,6.87,2.0,899.0,other,True,5.85,Card Game,Cooperative Game,11.0,0.63,True
